-1396, -4140, -15628, -3472, -6484, -14432
-1464, -4060, -15680, -3540, -6396, -14460
-1388, -4068, -15744, -3420, -6344, -14488
-1448, -4072, -15672, -3436, -6396, -14452
-1384, -4044, -15752, -3412, -6420, -14336
-1324, -4064, -15644, -3336, -6528, -14460
-1360, -4016, -15656, -3344, -6508, -14456
-1296, -4036, -15732, -3280, -6516, -14356
-1388, -4020, -15580, -3328, -6536, -14416
-1308, -4116, -15616, -3332, -6576, -14480
-1324, -4112, -15664, -3424, -6552, -14460
-1400, -4172, -15756, -3348, -6620, -14376
-1472, -4168, -15804, -3456, -6624, -14352
-1476, -4212, -15740, -3544, -6628, -14356
-1536, -4232, -15744, -3508, -6696, -14444
-1460, -4252, -15584, -3580, -6604, -14332
-1548, -4248, -15688, -3548, -6584, -14304
-1580, -4288, -15592, -3568, -6624, -14384
-1532, -4340, -15632, -3548, -6608, -14280
-1512, -4284, -15648, -3544, -6700, -14304
-1492, -4344, -15624, -3544, -6636, -14340
-1536, -4176, -15620, -3592, -6644, -14388
-1576, -4216, -15696, -3584, -6600, -14424
-1548, -4184, -15580, -3616, -6532, -14384
-1552, -4124, -15740, -3600, -6424, -14336
-1600, -4104, -15720, -3576, -6412, -14376
-1652, -4060, -15540, -3596, -6360, -14276
-1692, -4104, -15660, -3656, -6328, -14216
-1740, -4108, -15628, -3784, -6364, -14212
-1812, -4200, -15648, -3816, -6520, -14416
-1788, -4104, -15704, -3820, -6464, -14400
-1792, -3992, -15712, -3852, -6396, -14464
-1760, -3972, -15768, -3824, -6420, -14424
-1812, -3832, -15668, -3756, -6360, -14328
-1756, -3900, -15736, -3764, -6248, -14332
-1720, -3864, -15660, -3692, -6200, -14428
-1696, -3900, -15732, -3720, -6196, -14292
-1688, -3892, -15796, -3700, -6240, -14332
-1556, -3872, -15748, -3584, -6256, -14348
-1440, -3864, -15724, -3588, -6352, -14500
-1452, -3944, -15736, -3452, -6432, -14472
-1460, -4020, -15724, -3400, -6436, -14368
-1420, -4068, -15676, -3440, -6540, -14436
-1340, -4196, -15664, -3404, -6592, -14368
-1360, -4160, -15764, -3332, -6604, -14404
-1220, -4168, -15580, -3296, -6660, -14392
-1192, -4208, -15668, -3304, -6660, -14416
-1220, -4260, -15660, -3280, -6760, -14424
-1192, -4244, -15604, -3164, -6804, -14412
-1176, -4296, -15636, -3220, -6800, -14416
-1232, -4288, -15644, -3308, -6856, -14292
-1308, -4256, -15680, -3296, -6756, -14292
-1404, -4088, -15644, -3420, -6656, -14432
-1452, -4092, -15672, -3496, -6516, -14364
-1552, -4056, -15732, -3604, -6456, -14504
-1536, -3972, -15812, -3628, -6512, -14572
-1560, -3900, -15780, -3580, -6424, -14604
-1484, -3884, -15816, -3556, -6428, -14448
-1484, -3812, -15756, -3456, -6368, -14404
-1472, -3976, -15700, -3532, -6360, -14352
-1456, -4028, -15672, -3476, -6392, -14380
-1540, -4080, -15664, -3524, -6456, -14368
-1528, -4108, -15696, -3604, -6448, -14424
-1588, -4164, -15584, -3628, -6540, -14480
-1580, -4168, -15748, -3660, -6516, -14372
-1540, -4204, -15564, -3736, -6548, -14476
-1672, -4188, -15684, -3720, -6584, -14344
-1728, -4268, -15700, -3724, -6612, -14216
-1712, -4340, -15604, -3752, -6616, -14276
-1684, -4316, -15592, -3648, -6704, -14180
-1720, -4256, -15536, -3620, -6676, -14304
-1668, -4264, -15580, -3672, -6812, -14156
-1568, -4308, -15640, -3672, -6792, -14160
-1632, -4348, -15648, -3592, -6672, -14368
-1552, -4316, -15736, -3572, -6696, -14336
-1572, -4352, -15652, -3600, -6672, -14296
-1572, -4336, -15680, -3524, -6728, -14256
-1520, -4420, -15672, -3512, -6744, -14256
-1468, -4388, -15664, -3492, -6732, -14216
-1448, -4352, -15676, -3512, -6728, -14292
-1468, -4280, -15636, -3484, -6692, -14356
-1452, -4260, -15584, -3404, -6724, -14444
-1424, -4216, -15660, -3416, -6648, -14440
-1408, -4160, -15672, -3524, -6588, -14436
-1376, -4068, -15692, -3460, -6564, -14456
-1468, -4040, -15712, -3444, -6444, -14396
-1404, -3956, -15684, -3416, -6444, -14356
-1412, -3904, -15704, -3432, -6412, -14308
-1416, -3840, -15744, -3432, -6348, -14516
-1372, -3876, -15656, -3372, -6344, -14512
-1508, -3952, -15780, -3468, -6324, -14536
-1380, -3936, -15688, -3456, -6332, -14500
-1508, -4024, -15776, -3504, -6412, -14448
-1512, -4060, -15728, -3560, -6376, -14472
-1556, -4140, -15660, -3628, -6536, -14296
-1648, -4096, -15808, -3664, -6556, -14440
-1700, -4208, -15752, -3712, -6544, -14308
-1760, -4224, -15764, -3756, -6584, -14484
-1756, -4204, -15708, -3812, -6596, -14476
-1800, -4140, -15864, -3860, -6640, -14584
-1704, -4056, -15712, -3768, -6572, -14488
-1712, -4032, -15784, -3724, -6496, -14452
-1604, -3944, -15756, -3600, -6448, -14540
-1540, -4004, -15728, -3552, -6428, -14416
-1468, -3940, -15692, -3496, -6420, -14364
-1460, -3904, -15644, -3400, -6324, -14532
-1328, -3924, -15704, -3336, -6356, -14384
-1328, -3988, -15664, -3380, -6416, -14176
-1252, -4088, -15620, -3272, -6480, -14172
-1312, -4204, -15604, -3312, -6540, -14292
-1344, -4204, -15684, -3396, -6540, -14224
-1400, -4188, -15792, -3472, -6600, -14288
-1488, -4376, -15572, -3488, -6608, -14300
-1424, -4396, -15720, -3480, -6632, -14308
-1540, -4376, -15752, -3540, -6724, -14320
-1444, -4304, -15704, -3564, -6612, -14308
-1644, -4324, -15680, -3576, -6592, -14332
-1528, -4300, -15648, -3600, -6564, -14364
-1560, -4300, -15708, -3544, -6616, -14336
-1532, -4160, -15704, -3600, -6612, -14324
-1540, -4128, -15812, -3604, -6524, -14436
-1588, -4076, -15692, -3644, -6468, -14316
-1528, -4016, -15784, -3560, -6480, -14408
-1544, -4032, -15576, -3588, -6412, -14368
-1612, -4056, -15712, -3560, -6364, -14416
-1536, -4100, -15716, -3532, -6360, -14384
-1504, -4116, -15732, -3568, -6384, -14500
-1540, -4068, -15732, -3596, -6404, -14488
-1540, -4096, -15652, -3500, -6380, -14492
-1488, -4124, -15760, -3528, -6416, -14448
-1480, -4144, -15652, -3484, -6372, -14500
-1444, -4096, -15716, -3508, -6312, -14456
-1564, -3960, -15688, -3500, -6308, -14268
-1552, -3984, -15516, -3640, -6252, -14444
-1516, -3984, -15684, -3600, -6236, -14628
-1524, -4024, -15664, -3556, -6276, -14368
-1572, -3988, -15664, -3500, -6340, -14488
-1676, -3936, -15780, -3616, -6284, -14508
-1540, -3948, -15708, -3596, -6280, -14440
-1584, -4024, -15760, -3628, -6380, -14404
-1632, -3964, -15616, -3700, -6360, -14448
-1636, -4048, -15644, -3648, -6388, -14372
-1576, -4064, -15664, -3584, -6476, -14380
-1644, -4160, -15668, -3588, -6500, -14356
-1584, -4168, -15728, -3576, -6512, -14412
-1616, -4132, -15740, -3500, -6472, -14404
-1588, -4196, -15700, -3576, -6496, -14368
-1468, -4188, -15680, -3520, -6508, -14476
-1480, -4220, -15608, -3508, -6524, -14448
-1404, -4176, -15656, -3456, -6600, -14396
-1412, -4240, -15704, -3464, -6560, -14416
-1388, -4192, -15688, -3368, -6572, -14432
-1408, -4208, -15536, -3364, -6556, -14436
-1304, -4172, -15720, -3360, -6592, -14252
-1372, -4148, -15704, -3324, -6572, -14332
-1364, -4168, -15556, -3388, -6456, -14392
-1408, -4180, -15624, -3440, -6524, -14420
-1512, -4124, -15720, -3496, -6492, -14404
-1476, -4064, -15716, -3492, -6460, -14436
-1484, -4092, -15692, -3560, -6456, -14296
-1524, -4000, -15704, -3524, -6388, -14416
-1524, -4008, -15752, -3584, -6392, -14492
-1528, -4012, -15664, -3560, -6324, -14416
-1596, -4012, -15756, -3664, -6304, -14444
-1588, -3996, -15728, -3628, -6312, -14424
-1672, -3964, -15780, -3672, -6276, -14492
-1656, -3872, -15744, -3632, -6252, -14480
-1648, -3952, -15800, -3684, -6196, -14476
-1700, -3896, -15844, -3708, -6232, -14444
-1680, -3876, -15760, -3588, -6260, -14576
-1580, -3920, -15740, -3644, -6252, -14464
-1576, -3904, -15780, -3556, -6292, -14344
-1584, -3868, -15660, -3620, -6276, -14428
-1576, -4036, -15780, -3612, -6252, -14408
-1516, -4152, -15700, -3496, -6252, -14444
-1472, -4044, -15648, -3520, -6408, -14428
-1472, -4040, -15612, -3448, -6492, -14428
-1440, -4184, -15720, -3412, -6568, -14480
-1396, -4188, -15624, -3480, -6476, -14460
-1440, -4156, -15596, -3396, -6500, -14340
-1404, -4100, -15580, -3424, -6440, -14312
-1484, -4164, -15700, -3492, -6424, -14452
-1444, -4312, -15612, -3464, -6580, -14460
-1464, -4248, -15668, -3412, -6488, -14456
-1372, -4280, -15712, -3428, -6608, -14424
-1516, -4112, -15652, -3508, -6472, -14516
-1512, -4196, -15676, -3468, -6488, -14512
-1488, -4232, -15660, -3460, -6496, -14420
-1432, -4180, -15792, -3380, -6476, -14432
-1444, -4196, -15660, -3436, -6436, -14540
-1480, -4200, -15640, -3468, -6468, -14320
-1456, -4100, -15632, -3464, -6444, -14528
-1496, -4160, -15728, -3568, -6408, -14344
-1424, -4192, -15772, -3480, -6472, -14688
-1480, -4144, -15760, -3468, -6544, -14476
-1516, -4104, -15680, -3496, -6484, -14476
-1528, -4104, -15780, -3552, -6372, -14420
-1468, -4128, -15668, -3460, -6464, -14428
-1484, -4116, -15640, -3536, -6388, -14456
-1468, -4132, -15736, -3476, -6388, -14400
-1520, -4068, -15808, -3492, -6364, -14440
